state_code,household_size,household_weight,household_agi,employment_income,fed_income_tax,ca_income_tax,filing_status,is_married_couple,size_bucket,consumption_allowance,rebate_after_phaseout,excess_over_threshold,allowance_no_phaseout,allowance_phaseout
CA,5,5908.241,87770.5390625,69142.859375,1613.35302734375,159.54150390625,mfj,1,5,44580.0,44580.0,0.0,44580.0,44580.0
CA,3,0.972827,118025.9921875,130952.38427734375,10687.46044921875,3083.212387084961,mfj,1,3,34300.0,28117.084679687498,18025.9921875,34300.0,28117.084679687498
CA,5,49.36972,261414.390625,270285.7177734375,39148.53192138672,14750.2177734375,mfj,1,5,44580.0,0.0,161414.390625,44580.0,0.0
CA,2,1043.4724,27762.48828125,0.0,0.0,2.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,3,421.10004,166529.96875,157142.859375,18318.59375,6797.5712890625,mfj,1,3,34300.0,11480.220718749999,66529.96875,34300.0,11480.220718749999
CA,3,75.39034,2976.61376953125,0.0,0.0,0.0,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,5,39684.195,123265.26979446411,138285.71484375,7330.97265625,1737.6612548828125,mfj,1,5,44580.0,34208.3427256279,23265.26979446411,44580.0,34208.3427256279
CA,2,1405.297,135533.390625,136190.46875,16621.013671875,5549.34423828125,single,0,2,19720.0,0.0,85533.390625,19720.0,0.0
CA,4,1.308854,610049.3125,612857.1484375,144052.328125,48506.45703125,mfj,1,4,39440.0,0.0,510049.3125,39440.0,0.0
CA,2,645.7043,0.7287788391113281,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,11.475309,2.9151153564453125,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,2190.7476,244780.28125,78571.4296875,32067.80859375,14236.6591796875,mfj,1,2,29160.0,0.0,144780.28125,29160.0,0.0
CA,3,41.570366,86305.28125,84333.33374023438,5093.9306640625,902.9312744140625,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,2,162.7926,438.7248420715332,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,4,1.7682087,154132.8125,161333.328125,13591.21875,5183.6357421875,mfj,1,4,39440.0,18090.01875,54132.8125,39440.0,18090.01875
CA,3,105.48072,78346.0625,78571.4296875,3433.52734375,583.5625,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,4,240.38756,41682.234375,20952.380859375,-7466.7783203125,4.0,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,4,552.33545,119059.828125,120476.19140625,10256.692016601562,3197.166259765625,mfj,1,4,39440.0,31922.8037875,19059.828125,39440.0,31922.8037875
CA,1,24902.916,127118.2265625,0.0,19550.1328125,6882.81689453125,single,0,1,14580.0,0.0,77118.2265625,14580.0,0.0
CA,2,96.78401,198294.78125,0.0,26288.509765625,4514.57373046875,mfj,1,2,29160.0,497.2417875000011,98294.78125,29160.0,497.2417875000011
CA,1,2457.9104,13226.1904296875,13226.1904296875,-410.4414367675781,-175.414306640625,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,943.375,314759.34375,0.0,41024.4765625,20507.078125,mfj,1,2,29160.0,0.0,214759.34375,29160.0,0.0
CA,2,152.3886,8481.5029296875,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,794.8296,143404.890625,62857.14453125,15231.076171875,3803.39697265625,mfj,1,2,29160.0,16503.133893750004,43404.890625,29160.0,16503.133893750004
CA,4,77419.92,117506.859375,129906.859375,6657.8232421875,853.6643676757812,single,0,4,30000.0,0.0,67506.859375,30000.0,0.0
CA,4,437.0458,170631.1826171875,47142.85546875,11998.879028320312,6191.03173828125,mfj,1,4,39440.0,11583.061575781248,70631.1826171875,39440.0,11583.061575781248
CA,1,5155.96,30847.80078125,0.0,1483.736083984375,2.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,8187.188,254281.53125,0.0,21834.525390625,9475.0556640625,mfj,1,2,29160.0,0.0,154281.53125,29160.0,0.0
CA,3,1.3288696,144602.796875,146666.6640625,13494.615234375,4855.3037109375,mfj,1,3,34300.0,19001.240671875003,44602.796875,34300.0,19001.240671875003
CA,2,785.0722,43249.46875,0.0,987.5300903320312,2.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,3,1258.0886,33265.20703125,39390.47705078125,0.0,3.0,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,1,49452.492,23626.001953125,19904.76171875,707.6002197265625,-114.37211608886719,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,0.88154393,224675.671875,225238.09375,33110.6484375,12671.341796875,mfj,1,2,29160.0,0.0,124675.671875,29160.0,0.0
CA,3,0.23759896,318589.234375,319523.8125,45854.34033203125,16900.583129882812,mfj,1,3,34300.0,0.0,218589.234375,34300.0,0.0
CA,4,271.642,347131.0625,335238.1015625,58192.5234375,22418.994140625,mfj,1,4,39440.0,0.0,247131.0625,39440.0,0.0
CA,2,152621.9,39303.19921875,38342.85546875,2476.783935546875,339.57421875,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,548.98315,45960.8359375,0.0,1366.0618896484375,3.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,5,38.005466,53070.75390625,54476.1884765625,-2099.509521484375,5.0,mfj,1,5,44580.0,44580.0,0.0,44580.0,44580.0
CA,6,55543.32,217345.93749999997,132000.00390625,15805.943359374998,6873.237792968749,single,0,6,40280.0,0.0,167345.93749999997,40280.0,0.0
CA,3,4015.1653,134365.34375,136190.46875,13727.779296875,3479.9814453125,single,0,3,24860.0,0.0,84365.34375,24860.0,0.0
CA,1,8837.101,70713.015625,49238.09375,6676.86328125,269.8560791015625,single,0,1,14580.0,8540.08464375,20713.015625,14580.0,8540.08464375
CA,8,832.80145,9670.917694091797,13619.047607421875,-5963.095703125,-4008.8121948242188,single,0,7,45420.0,45420.0,0.0,45420.0,45420.0
CA,1,328.81628,39495.8046875,0.0,2157.997314453125,534.6921997070312,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,143.04784,133244.421875,125714.2890625,12778.546875,4407.6337890625,mfj,1,2,29160.0,19465.926581249998,33244.421875,29160.0,19465.926581249998
CA,1,525.3468,68142.859375,69142.859375,6832.42919921875,2325.46875,single,0,1,14580.0,9289.54220625,18142.859375,14580.0,9289.54220625
CA,2,386.18735,53574.32421875,53428.5703125,1469.9189453125,5.0,single,0,2,19720.0,18310.286528124998,3574.32421875,19720.0,18310.286528124998
CA,1,56.82108,259.8481140136719,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,1,157.58943,19567.685546875,20952.380859375,496.7685546875,-102.61872863769531,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,56.365883,70329.7734375,3666.666748046875,6884.55029296875,1884.66748046875,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,4,390.5077,147360.03125,139333.3359375,12101.20703125,4614.88232421875,mfj,1,4,39440.0,20761.203675,47360.03125,39440.0,20761.203675
CA,1,73.90126,157328.703125,157142.859375,27297.388671875,10524.7109375,single,0,1,14580.0,0.0,107328.703125,14580.0,0.0
CA,3,145.75398,106606.927734375,104493.716796875,10130.524047851562,2022.5624389648438,mfj,1,3,34300.0,32033.823787109373,6606.927734375,34300.0,32033.823787109373
CA,1,2077.334,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,4,34086.39,19893.658203125,0.0,-9772.365234375,-537.9452514648438,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,2,157.26845,102687.84375,62857.14453125,7971.5224609375,317.96295166015625,mfj,1,2,29160.0,28376.2247625,2687.84375,29160.0,28376.2247625
CA,1,2.5505373,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,3,1950.7014,52380.953125,52380.953125,2422.6668090820312,165.47132873535156,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,3,1023.8042,100552.15625,85904.765625,5746.65869140625,1120.0618896484375,mfj,1,3,34300.0,34110.61040625,552.15625,34300.0,34110.61040625
CA,1,2492.9858,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,3,3378.9421,244547.26953125,155098.94921875,43928.69958496094,16206.691123962402,mfj,1,3,34300.0,0.0,144547.26953125,34300.0,0.0
CA,1,425.53552,57465.9140625,34864.76171875,4677.90966796875,80.49468994140625,single,0,1,14580.0,12402.939459375,7465.9140625,14580.0,12402.939459375
CA,5,23.360518,183550.65625,188571.4296875,18063.14453125,7460.4951171875,mfj,1,5,44580.0,7333.11744375,83550.65625,44580.0,7333.11744375
CA,4,573.67505,106902.33203124999,106857.14453125,3179.85791015625,1375.1688232421877,single,0,4,30000.0,0.0,56902.332031249985,30000.0,0.0
CA,2,269.42407,300984.71875,0.0,50999.58203125,19476.951171875,mfj,1,2,29160.0,0.0,200984.71875,29160.0,0.0
CA,2,435.7172,269087.0625,0.0,43007.609375,15877.1201171875,mfj,1,2,29160.0,0.0,169087.0625,29160.0,0.0
CA,4,48.5228,31373.08984375,52380.95263671875,3.0517578125e-05,3.0,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,1,4350.8047,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,3,201.53622,360698.3984375,62857.14453125,72822.93310546875,21136.111083984375,single,0,3,24860.0,0.0,310698.3984375,24860.0,0.0
CA,7,550.9285,25803.925407409668,27238.095703125,-1610.044677734375,-144.98956298828125,single,0,7,45420.0,45420.0,0.0,45420.0,45420.0
CA,2,1657.5576,20426.11328125,0.0,387.611328125,1.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,1,442.18274,165957.8125,0.0,26301.98828125,9547.2509765625,single,0,1,14580.0,0.0,115957.8125,14580.0,0.0
CA,3,4.9028583,52624.30859375,52380.953125,4330.9169921875,1258.6185302734375,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,1,398.57147,26867.90234375,20952.380859375,1031.790283203125,-101.61872863769531,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,5,28.652077,436900.40625,426380.9580078125,73714.42558288574,27610.57211303711,mfj,1,5,44580.0,0.0,336900.40625,44580.0,0.0
CA,1,783.873,23921.5859375,25142.857421875,932.1585693359375,-11.064666748046875,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,4,340.7052,109677.95703125,60761.904296875,9366.67431640625,2113.4421997070312,mfj,1,4,39440.0,35623.013746875,9677.95703125,39440.0,35623.013746875
CA,6,405.66507,197197.09667968747,171809.5185546875,22782.599609375,7636.900009155273,single,0,6,40280.0,0.0,147197.09667968747,40280.0,0.0
CA,6,36.483723,356757.625,361428.57421875,58745.640625,21973.2890625,mfj,1,6,49720.0,0.0,256757.625,49720.0,0.0
CA,2,3.6249967,102251.4765625,83809.5234375,8011.71728515625,222.27587890625,mfj,1,2,29160.0,28503.469434375,2251.4765625,29160.0,28503.469434375
CA,3,1.657896,177940.671875,178095.234375,22828.947265625,8321.7666015625,mfj,1,3,34300.0,7566.349546875,77940.671875,34300.0,7566.349546875
CA,5,528.54614,45510.85546875,47142.85546875,3477.302734375,776.294189453125,single,0,5,35140.0,35140.0,0.0,35140.0,35140.0
CA,2,489.10104,236955.28125,125714.2890625,34951.796875,11143.5380859375,mfj,1,2,29160.0,0.0,136955.28125,29160.0,0.0
CA,2,751.4079,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,1,741.69257,49655.36328125,36666.66796875,3919.819091796875,832.0287475585938,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,2381.6978,9875.408466339111,0.0,0.0,-207.9988555908203,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,4,26.547386,125210.03125,128857.1455078125,6408.431640625,1534.588134765625,mfj,1,4,39440.0,29497.163675,25210.03125,39440.0,29497.163675
CA,1,10891.902,58300.05078125,58297.90625,5011.98046875,1599.1630859375,single,0,1,14580.0,12159.705192187499,8300.05078125,14580.0,12159.705192187499
CA,5,1403.3168,77523.810546875,77523.810546875,-7068.593322753906,-297.06825256347656,single,0,5,35140.0,15796.265947656251,27523.810546875,35140.0,15796.265947656251
CA,4,62.12968,50203.11328125,52380.95068359375,-4070.490234375,5.0,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,2,0.14716548,38451.609375,39809.5234375,921.6878662109375,3.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,4,5801.053,80871.26953125,87476.1865234375,0.0,51.02076721191406,single,0,4,30000.0,11477.23828125,30871.26953125,30000.0,11477.23828125
CA,1,171.41574,25144.953125,25144.953125,1054.495361328125,73.42243194580078,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,1,21.438124,79796.2890625,79619.046875,9396.18359375,3306.19677734375,single,0,1,14580.0,5891.402109375001,29796.2890625,14580.0,5891.402109375001
CA,1,0.960895,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,1,166.93256,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,3,6168.573,18092.380859375,20952.380859375,-9727.857421875,-484.7455749511719,single,0,3,24860.0,24860.0,0.0,24860.0,24860.0
CA,2,254.083,0.0,0.0,0.0,0.0,single,0,2,19720.0,19720.0,0.0,19720.0,19720.0
CA,5,173.53804,0.0,0.0,0.0,0.0,single,0,5,35140.0,35140.0,0.0,35140.0,35140.0
CA,7,452.7265,78042.38916015625,86952.38330078125,-1766.41064453125,-196.3246002197266,mfj,1,7,54860.0,54860.0,0.0,54860.0,54860.0
CA,2,1.5962737,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,4,0.87789875,97336.6953125,102142.86010742188,5212.4033203125,999.521728515625,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,2,1.2453164,183759.84375,101619.0498046875,20431.515625,7215.44873046875,mfj,1,2,29160.0,4735.629562500001,83759.84375,29160.0,4735.629562500001
CA,8,611.8698,237633.5625,345714.28125,31108.808593750004,11137.73046875,mfj,1,7,54860.0,0.0,137633.5625,54860.0,0.0
CA,2,459.33545,108092.515625,78571.4296875,8817.1015625,1164.454345703125,mfj,1,2,29160.0,26800.22244375,8092.515625,29160.0,26800.22244375
CA,1,115.95948,66878.1171875,62857.14453125,6125.185546875,1852.725341796875,single,0,1,14580.0,9658.341028125002,16878.1171875,14580.0,9658.341028125002
CA,2,11963.912,1.4575576782226562,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,1269.308,183342.078125,183333.328125,24017.2578125,8824.09765625,mfj,1,2,29160.0,4857.450018750001,83342.078125,29160.0,4857.450018750001
CA,4,75.05834,137591.837890625,142476.19140625,8550.969787597656,1465.6815948486328,mfj,1,4,39440.0,24613.7791359375,37591.837890625,39440.0,24613.7791359375
CA,4,416.1312,46913.578125,52380.953125,-2228.64208984375,4.0,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,2,11.752692,20064.47265625,16259.04736328125,0.0,-146.83895874023438,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,1,30.834757,110938.671875,107904.765625,16247.5078125,6205.4384765625,single,0,1,14580.0,0.0,60938.671875,14580.0,0.0
CA,2,155.3366,173421.9765625,169714.28125,18129.775390625,6134.03125,mfj,1,2,29160.0,7750.151634374999,73421.9765625,29160.0,7750.151634374999
CA,4,217.39888,135509.015625,143104.759765625,9493.34375,3666.80126953125,mfj,1,4,39440.0,25435.244237500003,35509.015625,39440.0,25435.244237500003
CA,1,2015.8938,0.7287788391113281,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,1,694.66187,93685.7109375,94285.7109375,12451.8564453125,4599.9130859375,single,0,1,14580.0,1841.2466906250002,43685.7109375,14580.0,1841.2466906250002
CA,7,628.7664,159400.0,176000.0,10311.71435546875,1733.9144287109373,single,0,7,45420.0,0.0,109400.0,45420.0,0.0
CA,3,405.3211,62857.875,62857.14453125,2349.94482421875,82.844970703125,single,0,3,24860.0,18467.064550000003,12857.875,24860.0,18467.064550000003
CA,4,7.71337,152137.46875,148761.908203125,13152.2421875,5000.07763671875,mfj,1,4,39440.0,18876.982324999997,52137.46875,39440.0,18876.982324999997
CA,3,214.56909,113482.1953125,111047.62109375,7479.863525390625,1262.6443481445312,mfj,1,3,34300.0,29675.6070078125,13482.1953125,34300.0,29675.6070078125
CA,1,2019.943,31428.572265625,31428.572265625,1787.4287109375,207.0900421142578,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,4781.8604,35450.09765625,0.0,0.0,2.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,4,20.965427,285353.3733520508,282857.1484375,45559.21484375,17803.876953125,mfj,1,4,39440.0,0.0,185353.37335205078,39440.0,0.0
CA,2,1231.211,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,11,346.85022,231258.849609375,247743.05078125,6242.373046875001,3861.3922576904297,single,0,7,45420.0,0.0,181258.849609375,45420.0,0.0
CA,2,5908.8774,20952.380859375,20952.380859375,440.23809814453125,-101.61872863769531,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,1,137.58218,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,1,0.47069752,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,3,2.6657326,167357.6237258911,167619.046875,20499.07421875,7335.865234375,mfj,1,3,34300.0,11196.335062019349,67357.62372589111,34300.0,11196.335062019349
CA,4,400.6582,107354.5390625,0.0,5408.678955078125,1390.58154296875,mfj,1,4,39440.0,36539.369793750004,7354.5390625,39440.0,36539.369793750004
CA,4,1281.0918,38005.796875,37714.28515625,-9000.2314453125,3.0,single,0,4,30000.0,30000.0,0.0,30000.0,30000.0
CA,1,0.031060258,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,591.87866,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,2.8052719,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,3,167.76463,37725.21683883667,37714.28515625,2541.714111328125,523.431396484375,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,3,30.933798,52224.94921875,52380.953125,-276.5009765625,5.0,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,4,4.0396414,224686.71875,146666.671875,29296.44921875,12523.3701171875,mfj,1,4,39440.0,0.0,124686.71875,39440.0,0.0
CA,4,309339.94,68623.0390625,73333.3359375,4266.7646484375,654.6416015625,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,4,906.7159,199039.23828125,202190.478515625,22251.64404296875,8138.67516040802,mfj,1,4,39440.0,378.9244218750011,99039.23828125,39440.0,378.9244218750011
CA,2,40.188374,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,1,810.4466,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,5,2501.8438,54764.708984375,25142.857421875,-2345.7142333984375,-27.469459533691406,mfj,1,5,44580.0,44580.0,0.0,44580.0,44580.0
CA,7,1.9363837,121744.341796875,142685.708984375,-1957.39306640625,-1044.8628692626953,single,0,7,45420.0,0.0,71744.341796875,45420.0,0.0
CA,3,1031.7233,228638.484375,104761.90625,22175.5087890625,8651.279296875,mfj,1,3,34300.0,0.0,128638.484375,34300.0,0.0
CA,6,510.4816,196609.95312500003,199047.6171875,21920.150390625,8214.009765625,single,0,6,40280.0,0.0,146609.95312500003,40280.0,0.0
CA,4,1443.9222,24095.23828125,24095.23828125,949.5238037109375,42.537803649902344,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,4,4813.367,42828.5712890625,42868.5712890625,-5096.972755432129,-299.5757141113281,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,2,0.42356554,2824.74658203125,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,5,73692.92,130241.5234375,52380.953125,2892.0380859375,579.431884765625,mfj,1,5,44580.0,31098.328851562503,30241.5234375,44580.0,31098.328851562503
CA,4,10.830861,44675.91796875,52380.953125,-2452.408203125,4.0,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,2,100.66532,82417.546875,83809.52734375,5922.105712890625,1267.421875,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,3,655.5618,49260.0,49280.0,-4634.2547607421875,-1322.7640991210938,single,0,3,24860.0,24860.0,0.0,24860.0,24860.0
CA,3,3721.8557,0.0,0.0,0.0,-1154.0,single,0,3,24860.0,24860.0,0.0,24860.0,24860.0
CA,5,5478.1714,328889.8125,125714.287109375,41063.0,20635.7734375,mfj,1,5,44580.0,0.0,228889.8125,44580.0,0.0
CA,3,938.8041,63855.11901855469,63904.76354980469,3302.757049560547,324.8985900878906,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,4,4.9573812,20283.40625,0.0,0.0,1.0,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,2,30121.125,40490.78515625,0.0,974.0784912109375,3.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,3,692.7518,127813.1640625,127809.5234375,14268.16015625,4370.36328125,single,0,3,24860.0,0.0,77813.1640625,24860.0,0.0
CA,8,0.13104443,40863.26338195801,33523.80859375,-4653.5712890625,3.0,single,0,7,45420.0,45420.0,0.0,45420.0,45420.0
CA,4,912.0432,34099.06787109375,35619.04833984375,-1700.0,-321.4347839355469,mfj,1,4,39440.0,39440.0,0.0,39440.0,39440.0
CA,1,8.247141,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,5,351.4351,26669.142093658447,0.0,808.7734375,-31.011730194091797,single,0,5,35140.0,35140.0,0.0,35140.0,35140.0
CA,3,1104.2222,35619.046875,35619.046875,-6871.55615234375,3.0,single,0,3,24860.0,24860.0,0.0,24860.0,24860.0
CA,2,37.33069,96339.1328125,0.0,7351.32275390625,446.15704345703125,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,156.03944,287118.8125,240952.3828125,48107.69921875,18484.173828125,mfj,1,2,29160.0,0.0,187118.8125,29160.0,0.0
CA,2,370.09814,44441.5234375,0.0,2632.7861328125,793.5209350585938,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,47.04983,215935.375,188571.4296875,30577.708984375,11797.0517578125,mfj,1,2,29160.0,0.0,115935.375,29160.0,0.0
CA,1,1121.7609,30380.953125,30380.953125,1661.71435546875,168.47561645507812,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,3,11.989072,122835.8046875,94285.7109375,10586.296875,1690.72021484375,mfj,1,3,34300.0,26467.318992187502,22835.8046875,34300.0,26467.318992187502
CA,4,1906.6107,146668.71875,146666.671875,11949.0537109375,4559.57763671875,mfj,1,4,39440.0,21033.857324999997,46668.71875,39440.0,21033.857324999997
CA,3,238.29259,840585.625,164685.71630859375,226338.1875,71386.28125,mfj,1,3,34300.0,0.0,740585.625,34300.0,0.0
CA,2,361.37277,9916.1630859375,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,3,109.83492,202482.6875,209523.8125,26228.19140625,10144.3974609375,mfj,1,3,34300.0,0.0,102482.6875,34300.0,0.0
CA,1,95.07742,92143.5859375,92190.4765625,12087.0029296875,4456.49560546875,single,0,1,14580.0,2290.930340625,42143.5859375,14580.0,2290.930340625
CA,3,14.320998,110534.8046875,105809.5234375,7296.1767578125,2373.408203125,mfj,1,3,34300.0,30686.5619921875,10534.8046875,34300.0,30686.5619921875
CA,4,371.44025,469752.3125,471428.578125,95774.125,34563.52734375,mfj,1,4,39440.0,0.0,369752.3125,39440.0,0.0
CA,6,6056.784,221761.57812500003,284952.38232421875,28869.476562499996,10048.12109375,single,0,6,40280.0,0.0,171761.57812500003,40280.0,0.0
CA,2,352.5809,84947.3671875,41904.76171875,6220.20166015625,1425.2581787109375,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,3,287.50272,157145.046875,157142.859375,17412.91015625,5775.7734375,mfj,1,3,34300.0,14699.248921874998,57145.046875,34300.0,14699.248921874998
CA,3,0.50781244,148485.82421875,185428.57421875,11717.13916015625,2579.6043701171875,mfj,1,3,34300.0,17669.362292968748,48485.82421875,34300.0,17669.362292968748
CA,2,2389.123,1150675.875,1152379.875,374142.0625,115642.265625,single,0,2,19720.0,0.0,1100675.875,19720.0,0.0
CA,5,1753.9753,103562.501953125,0.0,6452.35546875,689.283447265625,single,0,5,35140.0,0.0,53562.501953125,35140.0,0.0
CA,3,517.716,32797.03759765625,31166.666931152344,6.57769775390625,-90.97483825683594,mfj,1,3,34300.0,34300.0,0.0,34300.0,34300.0
CA,2,116.885475,166566.390625,157142.8515625,20326.6064453125,5893.460205078125,mfj,1,2,29160.0,9749.240493749998,66566.390625,29160.0,9749.240493749998
CA,2,28.93464,47146.49936294556,50285.712646484375,3673.142578125,724.3670349121094,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,1,337.40915,62336.3671875,0.0,5262.3642578125,425.6773681640625,single,0,1,14580.0,10982.715328125001,12336.3671875,14580.0,10982.715328125001
CA,7,551.9405,189564.90625,195904.765625,7686.675781249999,2529.85888671875,mfj,1,7,54860.0,5724.692431250001,89564.90625,54860.0,5724.692431250001
CA,1,1.6199358,7.287788391113281,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,186.96985,70281.5703125,68095.234375,7302.9453125,2342.536865234375,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,217.14618,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,21.862684,109075.28125,109999.998046875,9121.0341796875,2746.8369140625,mfj,1,2,29160.0,26513.6479875,9075.28125,29160.0,26513.6479875
CA,5,617.6626,17725.8203125,19066.666015625,-2485.0,-120.38579559326172,mfj,1,5,44580.0,44580.0,0.0,44580.0,44580.0
CA,6,698.30835,49588.2412109375,52380.9521484375,-9994.5576171875,-218.0657806396484,single,0,6,40280.0,40280.0,0.0,40280.0,40280.0
CA,6,15.3338995,72295.5234375,101409.52099609375,207.462890625,7.0,mfj,1,6,49720.0,49720.0,0.0,49720.0,49720.0
CA,3,254.22081,130535.83984375,129904.76171875,9706.818359375,2226.6795043945312,mfj,1,3,34300.0,23826.20693359375,30535.83984375,34300.0,23826.20693359375
CA,6,0.20611401,124819.1591796875,85904.765625,7278.98876953125,2719.6533203125,single,0,6,40280.0,0.0,74819.1591796875,40280.0,0.0
CA,1,1.2016627,0.0,0.0,0.0,0.0,single,0,1,14580.0,14580.0,0.0,14580.0,14580.0
CA,2,6962.3193,45342.76171875,0.0,3223.13134765625,424.9486083984375,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
CA,2,0.10087141,0.0,0.0,0.0,0.0,mfj,1,2,29160.0,29160.0,0.0,29160.0,29160.0
